dataset_id,case_id,is_id,size_class,severity,method_a,method_b,coverage,n_A,n_B
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-mittel,small,mittel,V1,V4,0.10218978102189781,8,274
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-mittel,small,mittel,V2,V1,0.125,5,8
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-mittel,small,mittel,V2,V2,0.0,5,5
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-mittel,small,mittel,V2,V3,0.0,5,51
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-mittel,small,mittel,V2,V4,0.0,5,274
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-mittel,small,mittel,V3,V1,0.25,51,8
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-mittel,small,mittel,V3,V2,0.4,51,5
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-mittel,small,mittel,V3,V3,0.0,51,51
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-mittel,small,mittel,V3,V4,0.0,51,274
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-mittel,small,mittel,V4,V1,0.25,274,8
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-mittel,small,mittel,V4,V2,0.4,274,5
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-mittel,small,mittel,V4,V3,0.8823529411764706,274,51
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-mittel,small,mittel,V4,V4,0.0,274,274
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-schwer,small,schwer,V1,V1,0.0,7,7
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-schwer,small,schwer,V1,V2,0.2,7,5
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-schwer,small,schwer,V1,V3,0.12727272727272726,7,55
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-schwer,small,schwer,V1,V4,0.0,7,224
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-schwer,small,schwer,V2,V1,0.0,5,7
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-schwer,small,schwer,V2,V2,0.0,5,5
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-schwer,small,schwer,V2,V3,0.0,5,55
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-schwer,small,schwer,V2,V4,0.0,5,224
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-schwer,small,schwer,V3,V1,0.5714285714285714,55,7
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-schwer,small,schwer,V3,V2,0.6,55,5
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-schwer,small,schwer,V3,V3,0.0,55,55
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-schwer,small,schwer,V3,V4,0.0,55,224
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-schwer,small,schwer,V4,V1,0.14285714285714285,224,7
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-schwer,small,schwer,V4,V2,0.2,224,5
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-schwer,small,schwer,V4,V3,0.7818181818181819,224,55
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-schwer,small,schwer,V4,V4,0.0,224,224
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-leicht,small,leicht,V1,V1,0.0,5,5
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-leicht,small,leicht,V1,V2,0.0,5,2
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-leicht,small,leicht,V1,V3,0.19230769230769232,5,52
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-leicht,small,leicht,V1,V4,0.11180124223602485,5,161
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-leicht,small,leicht,V2,V1,0.2,2,5
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-leicht,small,leicht,V2,V2,0.0,2,2
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-leicht,small,leicht,V2,V3,0.0,2,52
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-leicht,small,leicht,V2,V4,0.0,2,161
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-leicht,small,leicht,V3,V1,0.0,52,5
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-leicht,small,leicht,V3,V2,0.0,52,2
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-leicht,small,leicht,V3,V3,0.0,52,52
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-leicht,small,leicht,V3,V4,0.0,52,161
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-leicht,small,leicht,V4,V1,0.0,161,5
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-leicht,small,leicht,V4,V2,0.0,161,2
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-leicht,small,leicht,V4,V3,0.6153846153846154,161,52
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-leicht,small,leicht,V4,V4,0.0,161,161
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-mittel,small,mittel,V1,V1,0.0,5,5
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-mittel,small,mittel,V1,V2,0.6666666666666666,5,3
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-mittel,small,mittel,V1,V3,0.41304347826086957,5,46
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-mittel,small,mittel,V1,V4,0.0,5,178
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-mittel,small,mittel,V2,V1,0.0,3,5
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-mittel,small,mittel,V2,V2,0.0,3,3
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-mittel,small,mittel,V2,V3,0.0,3,46
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-mittel,small,mittel,V2,V4,0.0,3,178
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-mittel,small,mittel,V3,V1,0.0,46,5
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-mittel,small,mittel,V3,V2,0.0,46,3
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-mittel,small,mittel,V3,V3,0.0,46,46
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-mittel,small,mittel,V3,V4,0.0,46,178
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-mittel,small,mittel,V4,V1,0.0,178,5
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-mittel,small,mittel,V4,V2,0.0,178,3
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-mittel,small,mittel,V4,V3,0.6521739130434783,178,46
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-mittel,small,mittel,V4,V4,0.0,178,178
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-schwer,small,schwer,V1,V1,0.0,9,9
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-schwer,small,schwer,V1,V2,0.5,9,4
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-schwer,small,schwer,V1,V3,0.5384615384615384,9,39
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-schwer,small,schwer,V1,V4,0.050955414012738856,9,157
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-schwer,small,schwer,V2,V1,0.0,4,9
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-schwer,small,schwer,V2,V2,0.0,4,4
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-schwer,small,schwer,V2,V3,0.0,4,39
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-schwer,small,schwer,V2,V4,0.0,4,157
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-schwer,small,schwer,V3,V1,0.2222222222222222,39,9
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-schwer,small,schwer,V3,V2,0.25,39,4
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-schwer,small,schwer,V3,V3,0.0,39,39
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-schwer,small,schwer,V3,V4,0.0,39,157
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-schwer,small,schwer,V4,V1,0.2222222222222222,157,9
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-schwer,small,schwer,V4,V2,0.25,157,4
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-schwer,small,schwer,V4,V3,0.6410256410256411,157,39
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-schwer,small,schwer,V4,V4,0.0,157,157
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-leicht,small,leicht,V1,V1,0.0,5,5
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-leicht,small,leicht,V1,V2,0.25,5,4
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-leicht,small,leicht,V1,V3,0.2727272727272727,5,55
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-leicht,small,leicht,V1,V4,0.07207207207207207,5,111
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-leicht,small,leicht,V2,V1,0.0,4,5
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-leicht,small,leicht,V2,V2,0.0,4,4
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-leicht,small,leicht,V2,V3,0.0,4,55
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-leicht,small,leicht,V2,V4,0.0,4,111
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-leicht,small,leicht,V3,V1,0.2,55,5
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-leicht,small,leicht,V3,V2,0.25,55,4
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-leicht,small,leicht,V3,V3,0.0,55,55
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-leicht,small,leicht,V3,V4,0.0,55,111
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-leicht,small,leicht,V4,V1,0.2,111,5
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-leicht,small,leicht,V4,V2,0.25,111,4
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-leicht,small,leicht,V4,V3,0.6545454545454545,111,55
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-leicht,small,leicht,V4,V4,0.0,111,111
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-mittel,small,mittel,V1,V1,0.0,6,6
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-mittel,small,mittel,V1,V2,0.5,6,4
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-mittel,small,mittel,V1,V3,0.34782608695652173,6,46
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-mittel,small,mittel,V1,V4,0.03614457831325301,6,166
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-mittel,small,mittel,V2,V1,0.3333333333333333,4,6
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-mittel,small,mittel,V2,V2,0.0,4,4
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-mittel,small,mittel,V2,V3,0.0,4,46
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-mittel,small,mittel,V2,V4,0.0,4,166
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-mittel,small,mittel,V3,V1,0.3333333333333333,46,6
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-mittel,small,mittel,V3,V2,0.5,46,4
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-mittel,small,mittel,V3,V3,0.0,46,46
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-mittel,small,mittel,V3,V4,0.0,46,166
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-mittel,small,mittel,V4,V1,0.16666666666666666,166,6
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-mittel,small,mittel,V4,V2,0.25,166,4
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-mittel,small,mittel,V4,V3,0.7391304347826086,166,46
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-mittel,small,mittel,V4,V4,0.0,166,166
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-schwer,small,schwer,V1,V1,0.0,10,10
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-schwer,small,schwer,V1,V2,0.2,10,5
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-schwer,small,schwer,V1,V3,0.3888888888888889,10,36
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-schwer,small,schwer,V1,V4,0.0,10,141
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-schwer,small,schwer,V2,V1,0.5,5,10
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-schwer,small,schwer,V2,V2,0.0,5,5
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-schwer,small,schwer,V2,V3,0.027777777777777776,5,36
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-schwer,small,schwer,V2,V4,0.0,5,141
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-schwer,small,schwer,V3,V1,0.0,36,10
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-schwer,small,schwer,V3,V2,0.2,36,5
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-schwer,small,schwer,V3,V3,0.0,36,36
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-schwer,small,schwer,V3,V4,0.0070921985815602835,36,141
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-schwer,small,schwer,V4,V1,0.4,141,10
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-schwer,small,schwer,V4,V2,0.2,141,5
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-schwer,small,schwer,V4,V3,0.5555555555555556,141,36
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-schwer,small,schwer,V4,V4,0.0,141,141
